2024-04-04 01:34:42,1168,chrome.exe
2024-04-04 01:34:42,1568,Code.exe
2024-04-04 01:34:43,1832,OneDrive.exe
2024-04-04 01:34:43,1876,msedge.exe
2024-04-04 01:34:43,2032,Code.exe
2024-04-04 01:34:44,2432,Code.exe
2024-04-04 01:34:44,2640,chrome.exe
2024-04-04 01:34:44,2756,chrome.exe
2024-04-04 01:34:45,3484,WhatsApp.exe
2024-04-04 01:34:45,3624,Code.exe
2024-04-04 01:34:45,3796,chrome.exe
2024-04-04 01:34:45,4044,Code.exe
2024-04-04 01:34:46,4460,explorer.exe
2024-04-04 01:34:47,4684,chrome.exe
2024-04-04 01:34:47,4928,svchost.exe
2024-04-04 01:34:47,4972,svchost.exe
2024-04-04 01:34:48,5236,msedge.exe
2024-04-04 01:34:49,6256,Code.exe
2024-04-04 01:34:49,6324,Code.exe
2024-04-04 01:34:49,6640,Code.exe
2024-04-04 01:34:50,6712,Code.exe
2024-04-04 01:34:50,6932,Code.exe
2024-04-04 01:34:50,7504,chrome.exe
2024-04-04 01:34:50,7908,Code.exe
2024-04-04 01:34:51,7996,msedge.exe
2024-04-04 01:34:51,8792,Code.exe
2024-04-04 01:34:51,8968,Code.exe
2024-04-04 01:34:51,9140,Code.exe
2024-04-04 01:34:52,10360,chrome.exe
2024-04-04 01:34:52,10960,chrome.exe
2024-04-04 01:34:53,1168,chrome.exe
2024-04-04 01:34:53,1568,Code.exe
2024-04-04 01:34:53,1832,OneDrive.exe
2024-04-04 01:34:54,1876,msedge.exe
2024-04-04 01:34:54,2032,Code.exe
2024-04-04 01:34:55,2432,Code.exe
2024-04-04 01:34:56,2640,chrome.exe
2024-04-04 01:34:56,2756,chrome.exe
2024-04-04 01:34:57,3484,WhatsApp.exe
2024-04-04 01:34:57,3624,Code.exe
2024-04-04 01:34:57,3796,chrome.exe
2024-04-04 01:34:58,4044,Code.exe
2024-04-04 01:34:59,4460,explorer.exe
2024-04-04 01:34:59,4684,chrome.exe
2024-04-04 01:35:00,4928,svchost.exe
2024-04-04 01:35:01,4972,svchost.exe
2024-04-04 01:35:01,5236,msedge.exe
2024-04-04 01:35:03,6256,Code.exe
2024-04-04 01:35:03,6324,Code.exe
2024-04-04 01:35:03,6640,Code.exe
2024-04-04 01:35:03,6712,Code.exe
2024-04-04 01:35:04,6932,Code.exe
2024-04-04 01:35:04,7504,chrome.exe
2024-04-04 01:35:04,7908,Code.exe
2024-04-04 01:35:05,7996,msedge.exe
2024-04-04 01:35:05,8792,Code.exe
2024-04-04 01:35:05,8968,Code.exe
2024-04-04 01:35:05,9140,Code.exe
2024-04-04 01:35:06,10360,chrome.exe
2024-04-04 01:35:06,10960,chrome.exe
2024-04-04 01:35:07,1168,chrome.exe
2024-04-04 01:35:08,1568,Code.exe
2024-04-04 01:35:08,1832,OneDrive.exe
2024-04-04 01:35:08,1876,msedge.exe
2024-04-04 01:35:09,2032,Code.exe
2024-04-04 01:35:09,2432,Code.exe
2024-04-04 01:35:10,2640,chrome.exe
2024-04-04 01:35:10,2756,chrome.exe
2024-04-04 01:35:11,3484,WhatsApp.exe
2024-04-04 01:35:11,3624,Code.exe
2024-04-04 01:35:11,3796,chrome.exe
2024-04-04 01:35:12,4044,Code.exe
2024-04-04 01:35:13,4460,explorer.exe
2024-04-04 01:35:13,4684,chrome.exe
2024-04-04 01:35:14,4928,svchost.exe
2024-04-04 01:35:14,4972,svchost.exe
2024-04-04 01:35:14,5236,msedge.exe
